num;nom;slug;sexe;adresse;refus;demande;bordereau;cada_no;avis_cada;date_cada;lar_envoi;lar_reception
236;Claude de Ganay;claude-de-ganay;H;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP; ;demande-irfm-claude-de-ganay.pdf;NONE;20173807;avis-cada-20173807.pdf;07 décembre 2017;22 juin 2017;
237;Sauveur Gandolfi-Scheit;sauveur-gandolfi-scheit;H;Hôtel de ville, 20620 Biguglia; ;demande-irfm-sauveur-gandolfi-scheit.pdf;;20173816;avis-cada-20173816.pdf;07 décembre 2017;;
238;Guillaume Garot;guillaume-garot;H;Permanence parlementaire, 22 Rue Souchu-Servinière, 53000 Laval;REFUS;demande-irfm-guillaume-garot.pdf;NONE;20173408;avis-cada-20173408.pdf;24 novembre 2017;23 juin 2017;27 juin 2017
239;Renaud Gauquelin;renaud-gauquelin;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-renaud-gauquelin.pdf;;20173815;avis-cada-20173815.pdf;07 décembre 2017;;
240;Hervé Gaymard;herve-gaymard;H;5 Place Ferdinand Million, 73200 Albertville; ;demande-irfm-herve-gaymard.pdf;;20173814;avis-cada-20173814.pdf;07 décembre 2017;;
241;Annie Genevard;annie-genevard;F;Permanence parlementaire, 5 Rue du parc, 25300 Pontarlier; ;demande-irfm-annie-genevard.pdf;preuve-envoi-annie-genevard.pdf;20173830;avis-cada-20173830.pdf;06 décembre 2017;31 mai 2017;07 juin 2017
242;Guy Geoffroy;guy-geoffroy;H;Le Relais Parlementaire, 91 Rue du Général Leclerc, 77170 Brie-Comte-Robert; ;demande-irfm-guy-geoffroy.pdf;;20173813;avis-cada-20173813.pdf;07 décembre 2017;;
243;Bernard Gérard;bernard-gerard;H;103 Avenue Foch, 59700 Marcq-en-Baroeul; ;demande-irfm-bernard-gerard.pdf;NONE;20173812;avis-cada-20173812.pdf;07 décembre 2017;18 juin 2017;27 juin 2017
244;Jean-Marc Germain;jean-marc-germain;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-jean-marc-germain.pdf;NONE;20173811;avis-cada-20173811.pdf;07 décembre 2017;29 mai 2017;06 juin 2017
245;Alain Gest;alain-gest;H;32 Rue Jules Lardière, 80800 Corbie; ;demande-irfm-alain-gest.pdf;NONE;20173810;avis-cada-20173810.pdf;07 décembre 2017;10 juin 2017;28 juin 2017
246;Paul Giacobbi;paul-giacobbi;H;Collectivité Territoriale de Corse, 22 Cours Grandval, BP 215, 20187 Ajaccio cedex 1; ;demande-irfm-paul-giacobbi.pdf;NONE;20173809;avis-cada-20173809.pdf;07 décembre 2017;06 juin 2017;15 juin 2017
247;Daniel Gibbes;daniel-gibbes;H;12 Rue de la Liberté, 97150 Saint-Martin; ;demande-irfm-daniel-gibbes.pdf;;20173808;avis-cada-20173808.pdf;07 décembre 2017;;
248;Franck Gilard;franck-gilard;H;Permanence parlementaire, 1 Rue Henri d'Andeli, 27700 Les Andelys; ;demande-irfm-franck-gilard.pdf;;20173805;avis-cada-20173805.pdf;07 décembre 2017;;
249;Jean-Patrick Gille;jean-patrick-gille;H;Permanence parlementaire, 17 Rue Nationale, 37000 Tours; ;demande-irfm-jean-patrick-gille.pdf;NONE;20173873;avis-cada-20173873.pdf;06 décembre 2017;24 mai 2017;11 juin 2017
250;Georges Ginesta;georges-ginesta;H;Permanence parlementaire, 102 Rue Albert Camatte, Le Melchior, 83700 Saint-Raphaël; ;demande-irfm-georges-ginesta.pdf;;20173876;avis-cada-20173876.pdf;06 décembre 2017;;
251;Charles-Ange Ginesy;charles-ange-ginesy;H;Centre administratif, 06470 Valberg Peone; ;demande-irfm-charles-ange-ginesy.pdf;preuve-envoi-charles-ange-ginesy.jpg;20173875;avis-cada-20173875.pdf;06 décembre 2017;23 mai 2017;
252;Jean-Pierre Giran;jean-pierre-giran;H;Permanence parlementaire, 10 Allée Moignard, 83400 Hyères; ;demande-irfm-jean-pierre-giran.pdf;;20173874;avis-cada-20173874.pdf;06 décembre 2017;;
253;Jean Glavany;jean-glavany;H;Permanence, 170 Place de la Libération, 65700 Maubourguet; ;demande-irfm-jean-glavany.pdf;NONE;20173847;avis-cada-20173847.pdf;06 décembre 2017;14 juin 2017;28 juin 2017
254;Yves Goasdoue;yves-goasdoue;H;Hôtel de ville de Flers, 61000 Flers; ;demande-irfm-yves-goasdoue.pdf;NONE;20173846;avis-cada-20173846.pdf;06 décembre 2017;22 juin 2017;06 juillet 2017
255;Claude Goasguen;claude-goasguen;H;Mairie du 16è arrondissement de Paris, 71 Avenue Henri Martin, 75775 Paris cedex 16; ;demande-irfm-claude-goasguen.pdf;NONE;20173845;avis-cada-20173845.pdf;06 décembre 2017;31 mai 2017;06 juin 2017
256;Daniel Goldberg;daniel-goldberg;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-daniel-goldberg.pdf;;20173844;avis-cada-20173844.pdf;06 décembre 2017;;
257;Philippe Gomes;philippe-gomes;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-philippe-gomes.pdf;NONE;20173843;avis-cada-20173843.pdf;06 décembre 2017;23 juin 2017;
258;Jean-Pierre Gorges;jean-pierre-gorges;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-jean-pierre-gorges.pdf;NONE;20173806;avis-cada-20173806.pdf;07 décembre 2017;23 mai 2017;06 juin 2017
259;Philippe Gosselin;philippe-gosselin;H;Permanence parlementaire, 45 Route de Villedieu, 50000 Saint Lô;REFUS;demande-irfm-philippe-gosselin.pdf;;20173394;avis-cada-20173394.pdf;24 novembre 2017;;
260;Geneviève Gosselin-Fleury;genevieve-gosselin-fleury;F;Permanence parlementaire, 11 Place de la République, 50100 Cherbourg-Octeville; ;demande-irfm-genevieve-gosselin-fleury.pdf;;20173858;avis-cada-20173858.pdf;06 décembre 2017;;
261;Pascale Got;pascale-got;F;Bureau de poste principal, BP 30, 33320 Eysines; ;demande-irfm-pascale-got.pdf;;20173867;avis-cada-20173867.pdf;06 décembre 2017;;
262;Marc Goua;marc-goua;H;Permanence parlementaire, Hôtel de Ville, 49800 Trélazé; ;demande-irfm-marc-goua.pdf;;20173871;avis-cada-20173871.pdf;06 décembre 2017;;
263;Philippe Goujon;philippe-goujon;H;Mairie du 15ème, Rue Peclet, 75015 Paris; ;demande-irfm-philippe-goujon.pdf;NONE;20173870;avis-cada-20173870.pdf;06 décembre 2017;31 mai 2017;07 juin 2017
264;Linda Gourjade;linda-gourjade;F;Permanence parlementaire, 13 Boulevard Georges Clémenceau, 81100 Castres; ;demande-irfm-linda-gourjade.pdf;NONE;20173869;avis-cada-20173869.pdf;06 décembre 2017;11 juin 2017;28 juin 2017
265;Laurent Grandguillaume;laurent-grandguillaume;H;6 Rue Bénigné Frémyot, 21000 Dijon; ;demande-irfm-laurent-grandguillaume.pdf;;20173868;avis-cada-20173868.pdf;06 décembre 2017;;
266;Claude Greff;claude-greff;F;Permanence parlementaire, 4 Bis Rue Jules Ferry, 37400 Amboise; ;demande-irfm-claude-greff.pdf;;20173866;avis-cada-20173866.pdf;06 décembre 2017;;
267;Jean Grellier;jean-grellier;H;Permanence parlementaire, 44 Rue Jean Jaurès, 37 Résidence Démeter, 79300 BRESSUIRE; ;demande-irfm-jean-grellier.pdf;;20173865;avis-cada-20173865.pdf;06 décembre 2017;;
268;Arlette Grosskost;arlette-grosskost;F;Permanence, 26 Bis Rue de la Wanne, 68100 Mulhouse; ;demande-irfm-arlette-grosskost.pdf;;20173864;avis-cada-20173864.pdf;06 décembre 2017;;
269;Serge Grouard;serge-grouard;H;Permanence parlementaire, 3 Rue du Tabour, 45000 Orléans; ;demande-irfm-serge-grouard.pdf;NONE;20174700;avis-cada-20174700.pdf;19 décembre 2017;31 mai 2017;06 juin 2017
270;Henri Guaino;henri-guaino;H;Permanence parlementaire, 8 Square Surcouf, Résidence Orsay, 78150 Le Chesnay; ;demande-irfm-henri-guaino.pdf;preuve-envoi-henri-guaino.pdf;20173863;avis-cada-20173863.pdf;06 décembre 2017;25 mai 2017;
271;Françoise Guégot;francoise-guegot;F;648 Chemin de la Breteque, 76230 Bois Guillaume; ;demande-irfm-francoise-guegot.pdf;;20173862;avis-cada-20173862.pdf;06 décembre 2017;;
272;Edith Gueugneau;edith-gueugneau;F;Permanence parlementaire, Rue la Châtaigneraie, 71140 Bourbon-Lancy; ;demande-irfm-edith-gueugneau.pdf;NONE;20173921;avis-cada-20173921.pdf;06 décembre 2017;13 juin 2017;15 juin 2017
273;Jean-Claude Guibal;jean-claude-guibal;H;Permanence, 7 Place de la Mairie, 06500 Menton; ;demande-irfm-jean-claude-guibal.pdf;preuve-envoi-jean-claude-guibal.pdf;20173920;avis-cada-20173920.pdf;06 décembre 2017;24 mai 2017;06 juin 2017
274;Élisabeth Guigou;elisabeth-guigou;F;BP 26, 93300 Aubervilliers; ;demande-irfm-elisabeth-guigou.pdf;;20173919;avis-cada-20173919.pdf;06 décembre 2017;;
275;Jean-Jacques Guillet;jean-jacques-guillet;H;2 Bis Avenue de l'Europe, 92310 Sèvres; ;demande-irfm-jean-jacques-guillet.pdf;;20173918;avis-cada-20173918.pdf;06 décembre 2017;;
276;Christophe Guilloteau;christophe-guilloteau;H;Permanence parlementaire, 108 Avenue Georges Clemenceau, Bât.C3, 69230 Saint-Genis-Laval; ;demande-irfm-christophe-guilloteau.pdf;NONE;20173917;avis-cada-20173917.pdf;06 décembre 2017;19 juin 2017;21 juin 2017
277;Chantal Guittet;chantal-guittet;F;Permanence parlementaire, 28 Rue du Général de Gaulle, 29260 Lesneven; ;demande-irfm-chantal-guittet.pdf;;20173916;avis-cada-20173916.pdf;06 décembre 2017;;
278;Meyer Habib;meyer-habib;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-meyer-habib.pdf;;20173915;avis-cada-20173915.pdf;06 décembre 2017;;
279;David Habib;david-habib;H;Permanence parlementaire, 17 Place Henri Dunant, 64150 Mourenx;REFUS;demande-irfm-david-habib.pdf;NONE;20173401;avis-cada-20173401.pdf;24 novembre 2017;23 mai 2017;06 juin 2017
280;Razzy Hammadi;razzy-hammadi;H;En circonscription, 135 Boulevard Chanzy, 93100 Montreuil; ;demande-irfm-razzy-hammadi.pdf;;20173914;avis-cada-20173914.pdf;06 décembre 2017;;
281;Benoît Hamon;benoit-hamon;H;Permanence parlementaire, 2 Avenue Carnot, 78190 Trappes; ;demande-irfm-benoit-hamon.pdf;preuve-envoi-benoit-hamon.pdf;20173913;avis-cada-20173913.pdf;06 décembre 2017;12 juin 2017;15 juin 2017
282;Mathieu Hanotin;mathieu-hanotin;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-mathieu-hanotin.pdf;NONE;20173912;avis-cada-20173912.pdf;06 décembre 2017;25 mai 2017;06 juin 2017
283;Michel Heinrich;michel-heinrich;H;Permanence parlementaire, 11 Rue de la Préfecture, 88000 Épinal; ;demande-irfm-michel-heinrich.pdf;;20172386;avis-cada-20172386.pdf;08 décembre 2017;;
284;Michel Herbillon;michel-herbillon;H;Hôtel de Ville, 118 Avenue du Général de Gaulle, 94700 Maisons-Alfort; ;demande-irfm-michel-herbillon.pdf;NONE;20172739;avis-cada-20172739.pdf;08 décembre 2017;23 juin 2017;24 juin 2017
285;Antoine Herth;antoine-herth;H;Permanence, 5 Rue Roswag, BP 80192, 67604 Sélestat; ;demande-irfm-antoine-herth.pdf;preuve-envoi-antoine-herth.pdf;20172883;avis-cada-20172883.pdf;08 décembre 2017;26 mai 2017;06 juin 2017
286;Patrick Hetzel;patrick-hetzel;H;9 Rue de la Gare, 67700 Saverne; ;demande-irfm-patrick-hetzel.pdf;preuve-envoi-patrick-hetzel.pdf;20173361;avis-cada-20173361.pdf;08 décembre 2017;26 mai 2017;06 juin 2017
287;Francis Hillmeyer;francis-hillmeyer;H;128 Rue de la République, 68120 Pfastatt;REFUS;demande-irfm-francis-hillmeyer.pdf;;20173399;avis-cada-20173399.pdf;24 novembre 2017;;
288;Gilda Hobert;gilda-hobert;F;Permanence parlementaire, 6 Rue du Palais de Justice, 69005 Lyon; ;demande-irfm-gilda-hobert.pdf;NONE;20173380;avis-cada-20173380.pdf;08 décembre 2017;10 juillet 2017;
289;Philippe Houillon;philippe-houillon;H;Mairie, 2 Rue Victor Hugo, 95300 Pontoise; ;demande-irfm-philippe-houillon.pdf;;20173368;avis-cada-20173368.pdf;08 décembre 2017;;
290;Guénhaël Huet;guenhael-huet;H;Permanence parlementaire, 2 Boulevard Léon Jozeau Marigné, 50300 Avranches; ;demande-irfm-guenhael-huet.pdf;;20173362;avis-cada-20173362.pdf;08 décembre 2017;;
291;Joëlle Huillier;joelle-huillier;F;Ferme de la Croix, Boulevard de Villefontaine, 38090 Villefontaine; ;demande-irfm-joelle-huillier.pdf;;20173356;avis-cada-20173356.pdf;08 décembre 2017;;
292;Christian Hutin;christian-hutin;H;Cabinet parlementaire, 15 Rue du Jeu de Paume, 59140 Dunkerque; ;demande-irfm-christian-hutin.pdf;NONE;20173331;avis-cada-20173331.pdf;08 décembre 2017;23 juin 2017;27 juin 2017
293;Sébastien Huyghe;sebastien-huyghe;H;234 Rue du Général de Gaulle, BP 10099, 59635 Wattignies Cedex; ;demande-irfm-sebastien-huyghe.pdf;NONE;20173312;avis-cada-20173312.pdf;08 décembre 2017;23 juin 2017;30 juin 2017
294;Monique Iborra;monique-iborra;F;Permanence parlementaire, 22 Boulevard Vincent Auriol, 31170 Tournefeuille; ;demande-irfm-monique-iborra.pdf;NONE;20173217;avis-cada-20173217.pdf;08 décembre 2017;23 juin 2017;27 juin 2017
295;Françoise Imbert;francoise-imbert;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-francoise-imbert.pdf;NONE;20173192;avis-cada-20173192.pdf;08 décembre 2017;26 mai 2017;06 juin 2017
296;Michel Issindou;michel-issindou;H;Permanence parlementaire, 21 Rue du Doyen Gosse, 38400 Saint Martin d'Hères; ;demande-irfm-michel-issindou.pdf;NONE;20173066;avis-cada-20173066.pdf;08 décembre 2017;23 mai 2017;06 juin 2017
297;Christian Jacob;christian-jacob;H;Hôtel de Ville, 77160 Provins; ;demande-irfm-christian-jacob.pdf;;20173521;avis-cada-20173521.pdf;23 novembre 2017;;
298;Denis Jacquat;denis-jacquat;H;Permanence parlementaire, 25 Rue du Cambout, 57000 Metz; ;demande-irfm-denis-jacquat.pdf;preuve-envoi-denis-jacquat.png;20173415;avis-cada-20173415.pdf;24 novembre 2017;13 juin 2017;28 juin 2017
299;Éric Jalton;eric-jalton;H;Dothémare, 97139 Les Abymes; ;demande-irfm-eric-jalton.pdf;;20173426;avis-cada-20173426.pdf;24 novembre 2017;;
300;Serge Janquin;serge-janquin;H;Hôtel de Ville, 62700 Bruay-la Buissière; ;demande-irfm-serge-janquin.pdf;;20173430;avis-cada-20173430.pdf;24 novembre 2017;;
301;Yves Jégo;yves-jego;H;Mairie, 54 Rue Jean Jaurès, 77130 Montereau;REFUS;demande-irfm-yves-jego.pdf;preuve-envoi-yves-jego.jpg;20173405;avis-cada-20173405.pdf;24 novembre 2017;29 mai 2017;14 juin 2017
302;Henri Jibrayel;henri-jibrayel;H;Conseil général des Bouches du Rhône, 52 Avenue de Saint Just, 13004 Marseille; ;demande-irfm-henri-jibrayel.pdf;NONE;20173434;avis-cada-20173434.pdf;24 novembre 2017;02 juin 2017;15 juin 2017
303;Romain Joron;romain-joron;H;Permanence parlementaire, 2 Rue Saint-Leu, 80000 Amiens; ;demande-irfm-romain-joron.pdf;;20173444;avis-cada-20173444.pdf;24 novembre 2017;;
304;Laurent Kalinowski;laurent-kalinowski;H;Permanence parlementaire, 6 Place de l'Alma, 57600 Forbach; ;demande-irfm-laurent-kalinowski.pdf;;20173445;avis-cada-20173445.pdf;24 novembre 2017;;
305;Marietta Karamanli;marietta-karamanli;F;Permanence en circonscription, 39 Rue Evrard, 72100 Le Mans; ;demande-irfm-marietta-karamanli.pdf;NONE;20173447;avis-cada-20173447.pdf;24 novembre 2017;09 juin 2017;13 juin 2017
306;Philippe Kemel;philippe-kemel;H;Mairie, 1 Rue Thibaut, 62200 Carvin; ;demande-irfm-philippe-kemel.pdf;;20173483;avis-cada-20173483.pdf;24 novembre 2017;;
307;Christian Kert;christian-kert;H;Permanence parlementaire, 11 Rue Louise Colet, 13100 Aix-en-Provence; ;demande-irfm-christian-kert.pdf;preuve-envoi-christian-kert.pdf;20173484;avis-cada-20173484.pdf;24 novembre 2017;09 juin 2017;
308;Chaynesse Khirouni;chaynesse-khirouni;F;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP; ;demande-irfm-chaynesse-khirouni.pdf;;20173485;avis-cada-20173485.pdf;24 novembre 2017;;
309;Nathalie Kosciusko-Morizet;nathalie-kosciusko-morizet;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-nathalie-kosciusko-morizet.pdf;;20173493;avis-cada-20173493.pdf;24 novembre 2017;;
310;Jacques Kossowski;jacques-kossowski;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-jacques-kossowski.pdf;preuve-envoi-jacques-kossowski.jpg;20173494;avis-cada-20173494.pdf;23 novembre 2017;10 juin 2017;28 juin 2017
311;Jacques Krabal;jacques-krabal;H;Permanence parlementaire, 1 Bis Rue de la Barre, 02400 Château-Thierry; ;demande-irfm-jacques-krabal.pdf;NONE;20173499;avis-cada-20173499.pdf;23 novembre 2017;23 juin 2017;27 juin 2017
312;Patrick Labaune;patrick-labaune;H;158 Avenue Victor Hugo, Immeuble le Saint Joseph, 26000 Valence; ;demande-irfm-patrick-labaune.pdf;NONE;20173503;avis-cada-20173503.pdf;23 novembre 2017;03 juin 2017;14 juin 2017
313;Bernadette Laclais;bernadette-laclais;F;Permanence parlementaire, 3 Rue Favre, 73000 Chambéry; ;demande-irfm-bernadette-laclais.pdf;preuve-envoi-bernadette-laclais.jpg;20173504;avis-cada-20173504.pdf;23 novembre 2017;28 juillet 2017;
314;Valérie Lacroute;valerie-lacroute;F;202 Rue Grande, 77300 Fontainebleau; ;demande-irfm-valerie-lacroute.pdf;NONE;20173505;avis-cada-20173505.pdf;23 novembre 2017;26 mai 2017;11 juin 2017
315;Conchita Lacuey;conchita-lacuey;F;Hôtel de Ville, 6 Avenue Pasteur, 33270 Floirac; ;demande-irfm-conchita-lacuey.pdf;preuve-envoi-conchita-lacuey.jpg;20173511;avis-cada-20173511.pdf;23 novembre 2017;02 juin 2017;
316;Marc Laffineur;marc-laffineur;H;Cabinet parlementaire, Hôtel de Ville, CS 50109, 49241 Avrillé Cedex; ;demande-irfm-marc-laffineur.pdf;;20173513;avis-cada-20173513.pdf;23 novembre 2017;;
317;Sonia Lagarde;sonia-lagarde;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-sonia-lagarde.pdf;;20173557;avis-cada-20173557.pdf;23 novembre 2017;;
318;Jean-Christophe Lagarde;jean-christophe-lagarde;H;Permanence parlementaire, 176 Avenue Jean Jaurès, 93000 Bobigny; ;demande-irfm-jean-christophe-lagarde.pdf;NONE;20173531;avis-cada-20173531.pdf;23 novembre 2017;23 juin 2017;27 juin 2017
319;François-Michel Lambert;francois-michel-lambert;H;Permanence parlementaire, 6 Place de la Liberté, 13120 Gardanne; ;demande-irfm-francois-michel-lambert.pdf;NONE;20173589;avis-cada-20173589.pdf;23 novembre 2017;23 juin 2017;27 juin 2017
320;Jérôme Lambert;jerome-lambert;H;Le Bourg, 16230 Juillé; ;demande-irfm-jerome-lambert.pdf;preuve-envoi-jerome-lambert.pdf;20173590;avis-cada-20173590.pdf;23 novembre 2017;26 mai 2017;06 juin 2017
321;Jacques Lamblin;jacques-lamblin;H;13 Place Leopold, 54300 Lunéville; ;demande-irfm-jacques-lamblin.pdf;;20173591;avis-cada-20173591.pdf;23 novembre 2017;;
322;Jean-François Lamour;jean-francois-lamour;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-jean-francois-lamour.pdf;NONE;20173592;avis-cada-20173592.pdf;23 novembre 2017;31 mai 2017;06 juin 2017
323;François Lamy;francois-lamy;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-francois-lamy.pdf;NONE;20173614;avis-cada-20173614.pdf;23 novembre 2017;06 juin 2017;28 juin 2017
324;Anne-Christine Lang;anne-christine-lang;F;Permanence parlementaire, 147 Avenue de Choisy, 75013 Paris; ;demande-irfm-anne-christine-lang.pdf;NONE;20173618;avis-cada-20173618.pdf;23 novembre 2017;31 mai 2017;22 juin 2017
325;Colette Langlade;colette-langlade;F;Permanence parlementaire de Nontron, 2 Impasse des Laurières, 24300 Nontron;REFUS;demande-irfm-colette-langlade.pdf;;20173402;avis-cada-20173402.pdf;24 novembre 2017;;
326;Laure de La Raudière;laure-de-la-raudiere;F;Permanence, 17 Clos Couronnet, 28400 Nogent-le-Rotrou; ;demande-irfm-laure-de-la-raudiere.pdf;NONE;20173501;avis-cada-20173501.pdf;23 novembre 2017;22 juin 2017;24 juin 2017
327;Guillaume Larrivé;guillaume-larrive;H;3 Impasse Maison Fort, 89000 Auxerre; ;demande-irfm-guillaume-larrive.pdf;NONE;20173619;avis-cada-20173619.pdf;23 novembre 2017;05 juin 2017;05 juin 2017
328;Jean Lassalle;jean-lassalle;H;Permanence, 2 Rue Saint-Grat, 64400 Oloron-Sainte-Marie; ;demande-irfm-jean-lassalle.pdf;NONE;20173663;avis-cada-20173663.pdf;23 novembre 2017;01 juin 2017;11 juin 2017
329;Jean Launay;jean-launay;H;Permanence parlementaire, 4 Place Edmond Michelet, BP 99, 46103 Figeac Cedex; ;demande-irfm-jean-launay.pdf;;20173752;avis-cada-20173752.pdf;23 novembre 2017;;
330;Jean-Luc Laurent;jean-luc-laurent;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-jean-luc-laurent.pdf;NONE;20173773;avis-cada-20173773.pdf;23 novembre 2017;11 juin 2017;
331;Charles de La Verpillière;charles-de-la-verpilliere;H;Permanence parlementaire, 4 Rue du Docteur Mehier, BP 49, 01152 Lagnieu Cedex; ;demande-irfm-charles-de-la-verpilliere.pdf;;20173502;avis-cada-20173502.pdf;23 novembre 2017;;
332;Thierry Lazaro;thierry-lazaro;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-thierry-lazaro.pdf;;20173774;avis-cada-20173774.pdf;23 novembre 2017;;
333;Alain Leboeuf;alain-leboeuf;H;Permanence parlementaire, 5A Rue Victor Hugo, 85000 La-Roche-sur-Yon; ;demande-irfm-alain-leboeuf.pdf;NONE;20173939;avis-cada-20173939.pdf;23 novembre 2017;07 juin 2017;11 juin 2017
334;Pierre-Yves Le Borgn';pierre-yves-le-borgn;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-pierre-yves-le-borgn.pdf;preuve-envoi-pierre-yves-le-borgn.pdf;20173776;avis-cada-20173776.pdf;23 novembre 2017;06 juin 2017;21 juin 2017
335;Jean-Yves Le Bouillonnec;jean-yves-le-bouillonnec;H;Square de la Libération, 94230 Cachan; ;demande-irfm-jean-yves-le-bouillonnec.pdf;;20173793;avis-cada-20173793.pdf;23 novembre 2017;;
336;Marylise Lebranchu;marylise-lebranchu;F;Permanence parlementaire, 23 Avenue de la République, 29600 Morlaix; ;demande-irfm-marylise-lebranchu.pdf;;20173940;avis-cada-20173940.pdf;23 novembre 2017;;
337;Patrick Lebreton;patrick-lebreton;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-patrick-lebreton.pdf;preuve-envoi-patrick-lebreton.pdf;20173941;avis-cada-20173941.pdf;23 novembre 2017;16 juin 2017;27 juin 2017
338;Gilbert Le Bris;gilbert-le-bris;H;Permanence parlementaire, 18 Rue Dumont d'Urville, 29900 Concarneau; ;demande-irfm-gilbert-le-bris.pdf;;20173799;avis-cada-20173799.pdf;23 novembre 2017;;
339;Isabelle Le Callennec;isabelle-le-callennec;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-isabelle-le-callennec.pdf;NONE;20173802;avis-cada-20173802.pdf;23 novembre 2017;24 mai 2017;06 juin 2017
340;Anne-Yvonne Le Dain;anne-yvonne-le-dain;F;Permanence parlementaire, 5 Rue André Michel, 34000 Montpellier; ;demande-irfm-anne-yvonne-le-dain.pdf;;20173819;avis-cada-20173819.pdf;23 novembre 2017;;
341;Jean-Yves Le Déaut;jean-yves-le-deaut;H;Permanence parlementaire, 21 Place Duroc, BP 177, 54706 Pont-à-Mousson cedex; ;demande-irfm-jean-yves-le-deaut.pdf;preuve-envoi-jean-yves-le-deaut.pdf;20173831;avis-cada-20173831.pdf;23 novembre 2017;06 juin 2017;11 juin 2017
342;Viviane Le Dissez;viviane-le-dissez;F;12 Bis Rue de Brest, BP 46338, 22106 Dinan Cedex; ;demande-irfm-viviane-le-dissez.pdf;;20173832;avis-cada-20173832.pdf;23 novembre 2017;;
343;Vincent Ledoux;vincent-ledoux;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-vincent-ledoux.pdf;;20173942;avis-cada-20173942.pdf;23 novembre 2017;;
344;Michel Lefait;michel-lefait;H;Permanence parlementaire, 23 Bis Rue Marcel Delaplace, 62510 Arques; ;demande-irfm-michel-lefait.pdf;;20173943;avis-cada-20173943.pdf;23 novembre 2017;;
345;Dominique Lefebvre;dominique-lefebvre;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-dominique-lefebvre.pdf;;20173944;avis-cada-20173944.pdf;23 novembre 2017;;
346;Frédéric Lefebvre;frederic-lefebvre;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-frederic-lefebvre.pdf;;20173945;avis-cada-20173945.pdf;23 novembre 2017;;
347;Marc Le Fur;marc-le-fur;H;Permanence, 6 Avenue des Combattants, 22600 Loudéac; ;demande-irfm-marc-le-fur.pdf;NONE;20173861;avis-cada-20173861.pdf;23 novembre 2017;23 juin 2017;30 juin 2017
348;Annie Le Houerou;annie-le-houerou;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-annie-le-houerou.pdf;preuve-envoi-annie-le-houerou.jpg;20173877;avis-cada-20173877.pdf;23 novembre 2017;23 mai 2017;
349;Pierre Lellouche;pierre-lellouche;H;Permanence parlementaire (1, 2, 8, 9), 9 Bis Rue de Maubeuge, 75009 Paris;REFUS;demande-irfm-pierre-lellouche.pdf;NONE;20173398;avis-cada-20173398.pdf;24 novembre 2017;23 mai 2017;
350;Annick Le Loch;annick-le-loch;F;Permanence, 12 Rue du Prat, Résidence Pierre Pichavant, 29120 Pont-l'Abbé; ;demande-irfm-annick-le-loch.pdf;;20173926;avis-cada-20173926.pdf;23 novembre 2017;;
351;Axelle Lemaire;axelle-lemaire;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-axelle-lemaire.pdf;NONE;20173946;avis-cada-20173946.pdf;23 novembre 2017;23 mai 2017;06 juin 2017
352;Bruno Le Maire;bruno-le-maire;H;Permanence, 3 Rue Saint-Nicolas, BP 795, 27007 Evreux; ;demande-irfm-bruno-le-maire.pdf;NONE;20173927;avis-cada-20173927.pdf;23 novembre 2017;15 juin 2017;28 juin 2017
