num;nom;slug;sexe;adresse;refus;demande;bordereau;cada_no;avis_cada;date_cada;lar_envoi;lar_reception
472;Jean-Luc Reitzer;jean-luc-reitzer;H;Mairie d'Altkirch, 5 Place de la République, 68130 Altkirch; ;demande-irfm-jean-luc-reitzer.pdf;NONE;20173659;avis-cada-20173659.pdf;29 novembre 2017;27 mai 2017;06 juin 2017
473;Marie-Line Reynaud;marie-line-reynaud;F;44 Grand rue, BP 40, 16200 Jarnac; ;demande-irfm-marie-line-reynaud.pdf;preuve-envoi-marie-line-reynaud.pdf;20173660;avis-cada-20173660.pdf;29 novembre 2017;26 mai 2017;
474;Bernard Reynès;bernard-reynes;H;34 Avenue du général de Gaulle, 13160 Châteaurenard; ;demande-irfm-bernard-reynes.pdf;NONE;20173661;avis-cada-20173661.pdf;29 novembre 2017;01 juin 2017;08 juin 2017
475;Franck Reynier;franck-reynier;H;Hôtel de ville, Place Emile Loubet, 26200 Montélimar; ;demande-irfm-franck-reynier.pdf;NONE;20173662;avis-cada-20173662.pdf;29 novembre 2017;25 mai 2017;
476;Pierre Ribeaud;pierre-ribeaud;H;Permanence parlementaire, 77 Place de la Mairie, 38660 La Terrasse; ;demande-irfm-pierre-ribeaud.pdf;;20173763;avis-cada-20173763.pdf;29 novembre 2017;;
477;Arnaud Richard;arnaud-richard;H;Permanence, 107 Rue Paul Doumer, 78510 Triel-sur-Seine; ;demande-irfm-arnaud-richard.pdf;;20173764;avis-cada-20173764.pdf;29 novembre 2017;;
478;Franck Riester;franck-riester;H;Hôtel de ville, 77120 Coulommiers; ;demande-irfm-franck-riester.pdf;NONE;20173765;avis-cada-20173765.pdf;29 novembre 2017;17 juillet 2017;21 juillet 2017
479;Eduardo Rihan Cypel;eduardo-rihan-cypel;H;Hôtel de ville de Torcy, 77200 Torcy; ;demande-irfm-eduardo-rihan-cypel.pdf;;20173766;avis-cada-20173766.pdf;29 novembre 2017;;
480;Thierry Robert;thierry-robert;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-thierry-robert.pdf;preuve-envoi-thierry-robert.pdf;20173767;avis-cada-20173767.pdf;28 novembre 2017;16 juin 2017;21 juin 2017
481;Denys Robiliard;denys-robiliard;H;2 Avenue Gambetta, 41000 Blois; ;demande-irfm-denys-robiliard.pdf;;20173768;avis-cada-20173768.pdf;28 novembre 2017;;
482;Arnaud Robinet;arnaud-robinet;H;Permanence, 9 Place Royale, 51100 Reims; ;demande-irfm-arnaud-robinet.pdf;;20173769;avis-cada-20173769.pdf;28 novembre 2017;;
483;Camille de Rocca Serra;camille-de-rocca-serra;H;Permanence parlementaire, 2 Rue Joseph Pietri, 20137 Porto-Vecchio; ;demande-irfm-camille-de-rocca-serra.pdf;;20173770;avis-cada-20173770.pdf;28 novembre 2017;;
484;François Rochebloine;francois-rochebloine;H;Permanence, 4 Place Dorian, BP 203, 42408 Saint-Chamond cedex; ;demande-irfm-francois-rochebloine.pdf;;20173771;avis-cada-20173771.pdf;28 novembre 2017;;
485;Alain Rodet;alain-rodet;H;Fédération socialiste de Haute-Vienne, 9 Boulevard de la Cité, 87000 Limoges; ;demande-irfm-alain-rodet.pdf;preuve-envoi-alain-rodet.pdf;20173772;avis-cada-20173772.pdf;28 novembre 2017;26 mai 2017;06 juin 2017
486;Marcel Rogemont;marcel-rogemont;H;Permanence en circonscription, 13 Boulevard Maréchal de Lattre de Tassigny, 35000 Rennes; ;demande-irfm-marcel-rogemont.pdf;preuve-envoi-marcel-rogemont.pdf;20173820;avis-cada-20173820.pdf;28 novembre 2017;31 mai 2017;06 juin 2017
487;Sophie Rohfritsch;sophie-rohfritsch;F;Permanence parlementaire, 7 Rue du Château, 67380 Lingolsheim; ;demande-irfm-sophie-rohfritsch.pdf;preuve-envoi-sophie-rohfritsch.pdf;20173821;avis-cada-20173821.pdf;28 novembre 2017;26 mai 2017;06 juin 2017
488;Frédéric Roig;frederic-roig;H;Permanence parlementaire, 2 Place de la République, Le Rialto, Appt 8, 34700 Lodève; ;demande-irfm-frederic-roig.pdf;;20173822;avis-cada-20173822.pdf;28 novembre 2017;;
489;Gwendal Rouillard;gwendal-rouillard;H;10 Rue Assemblée nationale, 56100 Lorient; ;demande-irfm-gwendal-rouillard.pdf;;20173823;avis-cada-20173823.pdf;28 novembre 2017;;
490;Jean-Louis Roumegas;jean-louis-roumegas;H;Permanence parlementaire, 15 Rue du Général Campredon, 34000 Montpellier; ;demande-irfm-jean-louis-roumegas.pdf;;20173824;avis-cada-20173824.pdf;28 novembre 2017;;
491;René Rouquet;rene-rouquet;H;Mairie, Place François Mitterrand, 94140 Alfortville; ;demande-irfm-rene-rouquet.pdf;preuve-envoi-rene-rouquet.png;20173825;avis-cada-20173825.pdf;28 novembre 2017;02 juin 2017;23 juin 2017
492;Alain Rousset;alain-rousset;H;Permanence parlementaire, 2 Allée Grangeneuve, 33600 Pessac; ;demande-irfm-alain-rousset.pdf;;20173826;avis-cada-20173826.pdf;28 novembre 2017;;
493;François de Rugy;francois-de-rugy;H;90 Rue Paul Bellamy, 44000 Nantes; ;demande-irfm-francois-de-rugy.pdf;NONE;20173827;avis-cada-20173827.pdf;28 novembre 2017;06 juin 2017;15 juin 2017
494;Martial Saddier;martial-saddier;H;Permanence parlementaire, 111 Rue du Pont, Immeuble "La Résidence", 74130 Bonneville; ;demande-irfm-martial-saddier.pdf;;20173828;avis-cada-20173828.pdf;28 novembre 2017;;
495;Maina Sage;maina-sage;F;Permanence parlementaire, 101 Rue de l'Université, 75007 Paris; ;demande-irfm-maina-sage.pdf;;20173780;avis-cada-20173780.pdf;28 novembre 2017;;
496;Boinali Said;boinali-said;H;Acoua, 97600 Mayotte; ;demande-irfm-boinali-said.pdf;;20173779;avis-cada-20173779.pdf;28 novembre 2017;;
497;Stéphane Saint-André;stephane-saint-andre;H;Permanence parlementaire, 336 Avenue de Lens, 62400 Béthune; ;demande-irfm-stephane-saint-andre.pdf;;20173781;avis-cada-20173781.pdf;28 novembre 2017;;
498;Paul Salen;paul-salen;H;Résidence les Cèdres, 138 Place de la République, BP 68, 42210 MONTROND LES BAINS; ;demande-irfm-paul-salen.pdf;;20173782;avis-cada-20173782.pdf;28 novembre 2017;;
499;Rudy Salles;rudy-salles;H;31 Avenue Jean Médecin, 06000 Nice; ;demande-irfm-rudy-salles.pdf;NONE;20173783;avis-cada-20173783.pdf;28 novembre 2017;27 mai 2017;06 juin 2017
500;Nicolas Sansu;nicolas-sansu;H;Hôtel de Ville, 18100 Vierzon; ;demande-irfm-nicolas-sansu.pdf;;20173784;avis-cada-20173784.pdf;28 novembre 2017;;
501;Béatrice Santais;beatrice-santais;F;Immeuble "Le Catinat", n° 55, Place Albert Serraz, 73800 Montmelian; ;demande-irfm-beatrice-santais.pdf;;20173785;avis-cada-20173785.pdf;28 novembre 2017;;
502;André Santini;andre-santini;H;Mairie, 62 Rue du Général Leclerc, 92130 Issy-les-Moulineaux; ;demande-irfm-andre-santini.pdf;;20173786;avis-cada-20173786.pdf;28 novembre 2017;;
503;Eva Sas;eva-sas;F;Permanence, 56 Grande Rue, 91260 Juvisy-sur-Orge; ;demande-irfm-eva-sas.pdf;;20173787;avis-cada-20173787.pdf;28 novembre 2017;;
504;Odile Saugues;odile-saugues;F;18 Rue Neyron, 63000 Clermont-Ferrand; ;demande-irfm-odile-saugues.pdf;preuve-envoi-odile-saugues.jpg;20173829;avis-cada-20173829.pdf;28 novembre 2017;30 mai 2017;06 juin 2017
505;Gilbert Sauvan;gilbert-sauvan;H;Assemblée nationale, 126 Rue de l'Université, 75355 PARIS 07 SP; ;demande-irfm-gilbert-sauvan.pdf;;20173833;avis-cada-20173833.pdf;28 novembre 2017;;
506;Gilles Savary;gilles-savary;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-gilles-savary.pdf;;20173834;avis-cada-20173834.pdf;28 novembre 2017;;
507;François Scellier;francois-scellier;H;6 Rue du Général Leclerc, BP 40049 Cedex, 95210 Saint-Gratien; ;demande-irfm-francois-scellier.pdf;NONE;20173835;avis-cada-20173835.pdf;28 novembre 2017;04 juin 2017;
508;Claudine Schmid;claudine-schmid;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-claudine-schmid.pdf;;20173836;avis-cada-20173836.pdf;28 novembre 2017;;
509;André Schneider;andre-schneider;H;Permanence, 53 Route de Bischwiller, BP 12, 67301 Schiltigheim cedex; ;demande-irfm-andre-schneider.pdf;preuve-envoi-andre-schneider.pdf;20173837;avis-cada-20173837.pdf;28 novembre 2017;26 mai 2017;06 juin 2017
510;Roger-Gérard Schwartzenberg;roger-gerard-schwartzenberg;H;Assemblée nationale, 126 Rue de l'université, 75355 Paris 07 SP; ;demande-irfm-roger-gerard-schwartzenberg.pdf;;20173838;avis-cada-20173838.pdf;28 novembre 2017;;
511;Gérard Sebaoun;gerard-sebaoun;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-gerard-sebaoun.pdf;preuve-envoi-gerard-sebaoun.png;20173839;avis-cada-20173839.pdf;28 novembre 2017;24 mai 2017;06 juin 2017
512;Jean-Marie Sermier;jean-marie-sermier;H;Permanence parlementaire, 15 Rue des Arènes, 39100 Dole; ;demande-irfm-jean-marie-sermier.pdf;NONE;20173840;avis-cada-20173840.pdf;28 novembre 2017;25 juillet 2017;
513;Gabriel Serville;gabriel-serville;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-gabriel-serville.pdf;;20173790;avis-cada-20173790.pdf;28 novembre 2017;;
514;Fernand Siré;fernand-sire;H;Permanence, Rue des Templiers, 66250 Saint-Laurent-de-la Salanque; ;demande-irfm-fernand-sire.pdf;;20173791;avis-cada-20173791.pdf;28 novembre 2017;;
515;Thierry Solère;thierry-solere;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-thierry-solere.pdf;preuve-envoi-thierry-solere.png;;;;18 juin 2017;28 juin 2017
516;Julie Sommaruga;julie-sommaruga;F;Assemblée nationale, 126 Rue de l'université, 75355 Paris 07 SP; ;demande-irfm-julie-sommaruga.pdf;NONE;20173525;avis-cada-20173525.pdf;04 décembre 2017;11 juin 2017;
517;Michel Sordi;michel-sordi;H;Permanence parlementaire, 3 Faubourg de Belfort, 68700 Cernay; ;demande-irfm-michel-sordi.pdf;;20174080;avis-cada-20174080.pdf;27 novembre 2017;;
518;Éric Straumann;eric-straumann;H;Permanence parlementaire, 82 Rue de la cavalerie, 68000 Colmar; ;demande-irfm-eric-straumann.pdf;NONE;20174081;avis-cada-20174081.pdf;27 novembre 2017;29 mai 2017;06 juin 2017
519;Claude Sturni;claude-sturni;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-claude-sturni.pdf;preuve-envoi-claude-sturni.pdf;20174082;avis-cada-20174082.pdf;27 novembre 2017;26 mai 2017;15 juin 2017
520;Alain Suguenot;alain-suguenot;H;Mairie, 21200 Beaune; ;demande-irfm-alain-suguenot.pdf;NONE;20174083;avis-cada-20174083.pdf;27 novembre 2017;14 juin 2017;28 juin 2017
521;Michèle Tabarot;michele-tabarot;F;Mairie, 20 Boulevard Sadi Carnot, 06110 Le Cannet; ;demande-irfm-michele-tabarot.pdf;preuve-envoi-michele-tabarot.pdf;20174084;avis-cada-20174084.pdf;27 novembre 2017;24 mai 2017;06 juin 2017
522;Jonas Tahuaitu;jonas-tahuaitu;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-jonas-tahuaitu.pdf;NONE;20174086;avis-cada-20174086.pdf;27 novembre 2017;29 mai 2017;07 juin 2017
523;Suzanne Tallard;suzanne-tallard;F;Permanence parlementaire, 14 Avenue Lafayette, BP 40232, 17304 Rochefort cedex; ;demande-irfm-suzanne-tallard.pdf;;20174091;avis-cada-20174091.pdf;27 novembre 2017;;
524;Lionel Tardy;lionel-tardy;H;Permanence parlementaire, 8 Avenue du Pré Closet, Annecy-le-Vieux, 74940 Annecy; ;demande-irfm-lionel-tardy.pdf;preuve-envoi-lionel-tardy.pdf;20174093;avis-cada-20174093.pdf;27 novembre 2017;06 juin 2017;09 juin 2017
525;Jean-Charles Taugourdeau;jean-charles-taugourdeau;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-jean-charles-taugourdeau.pdf;;20174096;avis-cada-20174096.pdf;23 novembre 2017;;
526;Guy Teissier;guy-teissier;H;Présidence de la communauté urbaine, Les Docks, Atrium 10.7, 10, place de la Joliette, 13002 Marseille; ;demande-irfm-guy-teissier.pdf;;20174135;avis-cada-20174135.pdf;23 novembre 2017;;
527;Pascal Terrasse;pascal-terrasse;H;11 Avenue de Coux, 07000 Privas; ;demande-irfm-pascal-terrasse.pdf;NONE;20174140;avis-cada-20174140.pdf;23 novembre 2017;02 juin 2017;12 juin 2017
528;Michel Terrot;michel-terrot;H;8 Rue Victor Hugo, 69600 Oullins; ;demande-irfm-michel-terrot.pdf;;20174141;avis-cada-20174141.pdf;23 novembre 2017;;
529;Jean-Marie Tetart;jean-marie-tetart;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-jean-marie-tetart.pdf;;20174142;avis-cada-20174142.pdf;23 novembre 2017;;
530;Pascal Thévenot;pascal-thevenot;H;Permanence parlementaire, 13 Rue Paulhan, 78140 Vélizy; ;demande-irfm-pascal-thevenot.pdf;;20174143;avis-cada-20174143.pdf;23 novembre 2017;;
531;Thomas Thévenoud;thomas-thevenoud;H;Permanence parlementaire, 78 Rue Dinet, 71000 Mâcon; ;demande-irfm-thomas-thevenoud.pdf;;20174144;avis-cada-20174144.pdf;23 novembre 2017;;
532;Dominique Tian;dominique-tian;H;486 Bis Rue Paradis, 13008 Marseille; ;demande-irfm-dominique-tian.pdf;;20174145;avis-cada-20174145.pdf;23 novembre 2017;;
533;Sylvie Tolmont;sylvie-tolmont;F;73 Boulevard Carnot, 72000 Le Mans; ;demande-irfm-sylvie-tolmont.pdf;;20174146;avis-cada-20174146.pdf;23 novembre 2017;;
534;Jean-Louis Touraine;jean-louis-touraine;H;Permanence parlementaire, 117 Avenue de Saxe, 69003 Lyon; ;demande-irfm-jean-louis-touraine.pdf;NONE;20174147;avis-cada-20174147.pdf;23 novembre 2017;09 juin 2017;13 juin 2017
535;Alain Tourret;alain-tourret;H;Permanence parlementaire (arrdt Viré), 25 Rue Armand Gasté, 14500 Viré; ;demande-irfm-alain-tourret.pdf;;20174148;avis-cada-20174148.pdf;23 novembre 2017;;
536;Stéphane Travert;stephane-travert;H;Permanence parlementaire, 11 Rue du Calvaire, BP 23, 50250 La Haye du Puits; ;demande-irfm-stephane-travert.pdf;;20174149;avis-cada-20174149.pdf;23 novembre 2017;;
537;Yannick Trigance;yannick-trigance;H;Permanence parlementaire, 19 Rue Charles Schmidt, 93400 Saint-Ouen; ;demande-irfm-yannick-trigance.pdf;;20174150;avis-cada-20174150.pdf;23 novembre 2017;;
538;Catherine Troallic;catherine-troallic;F;Permanence parlementaire, 53 Rue Collard, 76600 Le Havre; ;demande-irfm-catherine-troallic.pdf;;20174151;avis-cada-20174151.pdf;23 novembre 2017;;
539;Jean-Paul Tuaiva;jean-paul-tuaiva;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-jean-paul-tuaiva.pdf;;20174152;avis-cada-20174152.pdf;23 novembre 2017;;
540;Cécile Untermaier;cecile-untermaier;F;9 Rue des dodanes, 71500 Louhans; ;demande-irfm-cecile-untermaier.pdf;;20174153;avis-cada-20174153.pdf;23 novembre 2017;;
541;Daniel Vaillant;daniel-vaillant;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-daniel-vaillant.pdf;NONE;20174154;avis-cada-20174154.pdf;23 novembre 2017;31 mai 2017;08 juin 2017
542;Jacques Valax;jacques-valax;H;Permanence parlementaire, 26 Bis Boulevard Alsace Lorraine, 81000 Albi; ;demande-irfm-jacques-valax.pdf;;20174155;avis-cada-20174155.pdf;23 novembre 2017;;
543;Manuel Valls;manuel-valls;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-manuel-valls.pdf;NONE;20174156;avis-cada-20174156.pdf;23 novembre 2017;29 mai 2017;09 juin 2017
544;François Vannson;francois-vannson;H;Permanence secondaire, 2 Rue des Déportés, 88160 Le Thillot; ;demande-irfm-francois-vannson.pdf;;20174157;avis-cada-20174157.pdf;23 novembre 2017;;
545;Catherine Vautrin;catherine-vautrin;F;Permanence, 8 Rue de Venise, 51100 Reims; ;demande-irfm-catherine-vautrin.pdf;;20174158;avis-cada-20174158.pdf;23 novembre 2017;;
546;Michel Vauzelle;michel-vauzelle;H;Permanence parlementaire, 15 Rue de la Calade, 13200 Arles; ;demande-irfm-michel-vauzelle.pdf;;20174159;avis-cada-20174159.pdf;23 novembre 2017;;06 juin 2017
547;Francis Vercamer;francis-vercamer;H;Permanence parlementaire, 69 Rue du Général Leclerc, BP 70707, 59510 Hem; ;demande-irfm-francis-vercamer.pdf;preuve-envoi-francis-vercamer.jpg;20173886;avis-cada-20173886.pdf;04 décembre 2017;24 juin 2017;
548;Patrice Verchère;patrice-verchere;H;24 Avenue Charles de Gaulle, 69170 Tarare; ;demande-irfm-patrice-verchere.pdf;;20173889;avis-cada-20173889.pdf;04 décembre 2017;;
549;Fabrice Verdier;fabrice-verdier;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-fabrice-verdier.pdf;NONE;20173891;avis-cada-20173891.pdf;04 décembre 2017;26 mai 2017;06 juin 2017
550;Michel Vergnier;michel-vergnier;H;Permanence parlementaire, 64 Avenue Louis Laroche, 23000 Guéret; ;demande-irfm-michel-vergnier.pdf;NONE;20173894;avis-cada-20173894.pdf;04 décembre 2017;22 juin 2017;27 juin 2017
551;Arnaud Viala;arnaud-viala;H;Permanence de Saint-Affrique, 1 Place Foch, 12400 Saint-Affrique; ;demande-irfm-arnaud-viala.pdf;NONE;20173901;avis-cada-20173901.pdf;27 novembre 2017;25 mai 2017;06 juin 2017
552;Jean-Sébastien Vialatte;jean-sebastien-vialatte;H;Permanence parlementaire, 87 Rue de la République, Les Terrasses d'Engaline, 83140 Six-Fours-les-Plages; ;demande-irfm-jean-sebastien-vialatte.pdf;NONE;20174100;avis-cada-20174100.pdf;23 novembre 2017;30 mai 2017;08 juin 2017
553;Jean-Pierre Vigier;jean-pierre-vigier;H;Permanence parlementaire, 12 Avenue Clément Charbonnier, 43000 Le-Puy-en-Velay; ;demande-irfm-jean-pierre-vigier.pdf;NONE;20174161;avis-cada-20174161.pdf;23 novembre 2017;02 juin 2017;09 juin 2017
554;Philippe Vigier;philippe-vigier;H;Permanence parlementaire, 33 Rue Gambetta, 28200 Châteaudun; ;demande-irfm-philippe-vigier.pdf;;20174162;avis-cada-20174162.pdf;23 novembre 2017;;
555;Patrick Vignal;patrick-vignal;H;Permanence parlementaire, 129 Rue Andy Warhol, Résidence des Arts, 34000 Montpellier; ;demande-irfm-patrick-vignal.pdf;;20174163;avis-cada-20174163.pdf;23 novembre 2017;;
556;François-Xavier Villain;francois-xavier-villain;H;Hôtel de Ville, 2 Rue de Nice, 59400 Cambrai; ;demande-irfm-francois-xavier-villain.pdf;;20174164;avis-cada-20174164.pdf;23 novembre 2017;;
557;Jean-Michel Villaumé;jean-michel-villaume;H;Permanence parlementaire de Luxeuil, 36 Rue Jules Jeanneney, 70300 Luxeuil les Bains; ;demande-irfm-jean-michel-villaume.pdf;NONE;20174167;avis-cada-20174167.pdf;23 novembre 2017;22 juin 2017;
558;Philippe Vitel;philippe-vitel;H;Le Concorde, 280 Avenue Maréchal Foch, 83000 Toulon; ;demande-irfm-philippe-vitel.pdf;;20174168;avis-cada-20174168.pdf;23 novembre 2017;;
559;Jean Jacques Vlody;jean-jacques-vlody;H;190 Rue Jules Bertaut, 97430 Le Tampon; ;demande-irfm-jean-jacques-vlody.pdf;preuve-envoi-jean-jacques-vlody.pdf;20174169;avis-cada-20174169.pdf;23 novembre 2017;16 juin 2017;
560;Michel Voisin;michel-voisin;H;Permanence parlementaire, 21 Rue de la Croix-Colin, BP 28, 01750 Replonges; ;demande-irfm-michel-voisin.pdf;NONE;20174170;avis-cada-20174170.pdf;23 novembre 2017;23 mai 2017;06 juin 2017
561;Jean-Luc Warsmann;jean-luc-warsmann;H;Permanence, 11 Rue Carnot, 08200 Sedan; ;demande-irfm-jean-luc-warsmann.pdf;NONE;20174171;avis-cada-20174171.pdf;23 novembre 2017;30 juin 2017;05 juillet 2017
562;Laurent Wauquiez;laurent-wauquiez;H;Permanence parlementaire, 2 Rue des Alliés, 43200 Yssingeaux; ;demande-irfm-laurent-wauquiez.pdf;NONE;20174172;avis-cada-20174172.pdf;23 novembre 2017;02 juin 2017;06 juin 2017
563;Patrick Weiten;patrick-weiten;H;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-patrick-weiten.pdf;NONE;20174173;avis-cada-20174173.pdf;23 novembre 2017;23 mai 2017;
564;Éric Woerth;eric-woerth;H;Permanence parlementaire, 9 Avenue du Maréchal Foch, 1er étage, 60300 Senlis; ;demande-irfm-eric-woerth.pdf;;20174174;avis-cada-20174174.pdf;23 novembre 2017;;
565;Paola Zanetti;paola-zanetti;F;Assemblée nationale, 126 Rue de l'Université, 75355 Paris 07 SP; ;demande-irfm-paola-zanetti.pdf;;20174175;avis-cada-20174175.pdf;23 novembre 2017;;
566;Marie-Jo Zimmermann;marie-jo-zimmermann;F;9 Square du Pontiffroy, 57000 Metz; ;demande-irfm-marie-jo-zimmermann.pdf;;20174176;avis-cada-20174176.pdf;23 novembre 2017;;
567;Michel Zumkeller;michel-zumkeller;H;Permanence parlementaire, 9 Faubourg de Lyon, 90000 Belfort; ;demande-irfm-michel-zumkeller.pdf;;20174177;avis-cada-20174177.pdf;23 novembre 2017;;
